County + State,Total number of voters,Result,% bachelor's degree 2014-18,Population Change 2010-2019,Percent in Poverty,Estimate Median Household Income,Known Number of Cases per 100k
"Faulkner,AR","54,264",65,30,1.10507,15.4,"53,882","3,406.20"
"Lyon,NV","28,358",71,14,1.10501,10.5,"59,732","1,285.00"
"West Baton Rouge,LA","14,097",56,20.6,1.10496,12.8,"58,205","4,538.10"
"Ottawa,MI","168,074",61,33.5,1.10487,6.8,"70,420","3,783.00"
"Skagit,WA","38,993",40,26.3,1.10485,9.7,"70,955","1,305.70"
"Cleveland,OK","119,591",57,32.5,1.10475,11.9,"62,343","3,870.20"
"Alameda,CA","367,409",18,46,1.10466,9,"101,744","1,611.10"
"Summit,CO","18,330",30,51,1.10466,6.7,"80,078","3,956.70"
"Johnson,KS","337,232",46,55.3,1.10400,5.5,"87,087","3,789.20"
"Douglas,GA","68,715",38,27.1,1.10387,12.6,"60,512","3,167.20"
"Orange,VA","20,558",61,24.3,1.10343,9.4,"63,681","1,354.90"
"Marion,FL","204,577",63,19.4,1.10336,15.1,"44,517","3,299.20"
"Bedford,TN","19,039",76,16.3,1.10282,14.4,"49,860","4,789.50"
"Multnomah,OR","454,246",20,44.5,1.10251,12,"70,756","1,688.50"
"Cobb,GA","391,675",43,46.5,1.10246,9.1,"78,603","3,256.10"
"Watauga,NC","31,771",46,41.6,1.10211,21.2,"48,489","2,958.50"
"Lincoln,NC","49,850",73,21.4,1.10209,10.3,"62,963","3,529.20"
"Albemarle,VA","63,715",34,53.5,1.10207,8.7,"80,392","1,605.20"
"Teton,WY","14,677",31,57.4,1.10180,6.3,"99,087","5,531.90"
"Douglas,NE","258,422",45,38.9,1.10173,11.6,"64,580","6,070.10"
"Rich,UT","1,320",86,24.4,1.10160,8.9,"60,695","1,490.10"
"Costilla,CO","2,031",36,19.1,1.10145,25.2,"31,557","1,620.80"
"Marion,OR","149,009",49,22.8,1.10090,14.5,"56,408","2,275.30"
"Uintah,UT","14,796",88,14.7,1.10063,11.5,"63,631","1,631.50"
"Webb,TX","53,399",37,18.4,1.10058,25.7,"44,919","6,545.80"
"Klickitat,WA","10,927",53,28.9,1.10056,12.7,"56,503","1,056.90"
"Lea,NM","20,805",80,13,1.10019,16.1,"51,656","4,753.10"
"Douglas,KS","57,309",31,50.4,1.09947,17,"57,120","3,356.80"
"Union,SD","8,864",68,30.4,1.09944,5.9,"80,698","6,960.80"
"Mason,WA","36,572",52,18,1.09937,13.7,"58,239",958.5
"Lafayette,LA","114,520",65,32.1,1.09930,15.3,"57,821","4,485.90"
"Warren,OH","132,391",65,42.3,1.09920,5.2,"87,391","2,877.60"
"Granite,MT","2,102",69,26.6,1.09886,13.4,"48,410","3,314.60"
"Henderson,NC","67,773",60,31.8,1.09847,9.7,"54,012","2,463.00"
"Washington,MN","166,145",46,43.2,1.09840,4.2,"95,840","4,380.00"
"Guilford,NC","281,201",39,35.3,1.09713,15.4,"52,166","2,755.90"
"Livingston,LA","65,222",85,18.3,1.09703,11.3,"63,088","3,773.70"
"Hennepin,MN","753,351",29,49.2,1.09674,10.3,"76,067","4,318.20"
"Yolo,CA","55,107",26,41.6,1.09662,20.1,"67,804","1,805.40"
"DeKalb,GA","363,015",17,43.4,1.09655,14.3,"63,477","3,208.40"
"Jackson,SD","1,115",67,20.5,1.09639,32.7,"34,122","5,472.50"
"Bullitt,KY","41,134",75,14.2,1.09632,9.5,"61,022","2,940.90"
"Brookings,SD","14,567",57,39.2,1.09619,11.8,"62,109","6,177.80"
"Harris,GA","16,429",77,29.9,1.09602,8.7,"74,686","2,593.90"
"DeKalb,TN","8,501",79,15.7,1.09601,17.4,"47,420","4,978.00"
"Contra Costa,CA","358,232",25,41.7,1.09595,7.8,"101,463","1,903.60"
"Martin,FL","98,887",63,33,1.09592,10.7,"61,592","3,641.00"
"Lincoln,WY","10,498",84,22.6,1.09564,7.9,"69,598","2,829.00"
"Upton,TX","1,365",87,9.9,1.09557,14.2,"53,867","1,175.80"
"Olmsted,MN","91,035",45,44,1.09520,7.1,"76,001","3,599.70"
"Chesapeake,VA","124,426",47,32.5,1.09518,8.5,"78,846","2,339.90"
"Sherburne,MN","53,931",67,27.4,1.09505,6.5,"81,850","4,687.50"
"Crane,TX","1,503",84,12.4,1.09471,10.1,"61,987","3,252.00"
"Wakulla,FL","18,435",71,18.4,1.09453,11.9,"58,203","4,499.20"
"Routt,CO","16,767",36,50.4,1.09405,7,"81,033","1,841.00"
"Buncombe,NC","160,443",40,39.2,1.09405,11.5,"53,960","1,925.40"
"La Plata,CO","35,280",41,43.9,1.09356,9.2,"66,219","1,262.90"
"Warren,MO","18,373",73,18.6,1.09336,10.5,"62,056","2,889.30"
"Kane,UT","3,869",73,27.3,1.09330,10.5,"52,355","1,737.30"
"Clarke,GA","51,098",29,42.7,1.09308,27,"42,112","4,969.20"
"Gilchrist,FL","9,680",82,14.2,1.09306,16.8,"42,186","3,794.00"
"Sevier,TN","43,574",79,17.1,1.09260,13.9,"47,202","4,423.40"
"Missoula,MT","71,969",38,42.5,1.09257,12.7,"56,207","3,193.10"
"Goochland,VA","16,745",60,39.2,1.09239,6.7,"89,331","1,608.20"
"Mineral,CO",754,57,39.9,1.09233,9.3,"60,210","2,730.80"
"Lewis and Clark,MT","42,481",52,38.6,1.09209,10.5,"63,860","2,949.60"
"Sacramento,CA","338,637",34,30.4,1.09194,14.3,"69,475","2,088.30"
"Monongalia,WV","41,873",51,41.3,1.09155,18.3,"51,070","2,750.60"
"Grant,WA","25,575",66,17.6,1.09128,12.7,"53,688","3,824.70"
"Bradley,TN","45,968",78,21.9,1.09111,14.7,"50,427","4,275.30"
"Hamilton,TN","170,735",55,31.2,1.09071,13,"57,196","4,145.10"
"Bartholomew,IN","36,299",63,32.3,1.09062,10.1,"63,067","3,206.10"
"San Jacinto,TX","12,628",81,10.9,1.09009,17.5,"47,028",866.3
"Webster,MO","18,776",80,16.9,1.09009,14.1,"51,141","4,152.40"
"Kent,MI","359,915",47,35.2,1.08952,11.3,"61,675","4,117.30"
"Rankin,MS","53,400",74,29.2,1.08951,9.6,"66,296","3,244.60"
"Williamsburg,VA","6,797",30,56.7,1.08939,23,"52,845","1,839.00"
"Love,OK","4,072",82,14.5,1.08935,14.6,"48,725","4,564.50"
"Gaston,NC","113,791",64,20.6,1.08934,14.2,"52,798","4,120.20"
"Dare,NC","24,061",59,33,1.08908,8.3,"64,768","1,515.80"
"Chatham,GA","116,159",42,33.2,1.08891,14.4,"54,165","3,519.70"
"Ward,ND","28,159",73,28.3,1.08886,10.8,"63,938","10,056.00"
"Fayette,KY","145,373",41,42.9,1.08861,14.6,"55,358","4,537.50"
"Divide,ND","1,197",77,18.4,1.08846,10,"58,715","5,079.50"
"Jackson,NC","21,237",54,30.5,1.08844,16.7,"44,502","2,963.30"
"Jefferson,CO","375,887",41,44.1,1.08838,7,"85,550","2,796.30"
"Fauquier,VA","43,260",59,35.9,1.08836,6.1,"93,462","1,837.90"
"Forsyth,NC","198,469",43,33.8,1.08800,16.4,"50,112","3,011.30"
"La Salle,TX","2,406",56,13.1,1.08781,29.6,"40,072","5,106.40"
"DeSoto,FL","12,645",66,11.4,1.08779,26.1,"37,233","5,573.50"
"Jerome,ID","7,812",75,14.9,1.08778,12.5,"54,020","7,041.60"
"McLennan,TX","97,617",62,23.7,1.08777,18.9,"48,858","4,972.70"
"Lynchburg,VA","51,932",55,34.8,1.08763,20.8,"43,200","2,914.80"
"Charlottesville,VA","16,491",16,52.6,1.08755,23.1,"56,997","3,742.60"
"Benton,OR","52,134",30,53.6,1.08740,15.8,"63,600",713.6
"Yuba,CA","18,820",58,16.7,1.08736,17.2,"47,504","2,168.60"
"Hawaii,HI","87,716",32,29.5,1.08713,15.6,"56,383",743.9
"Russell,AL","21,108",47,16.5,1.08702,21.7,"39,104","3,630.00"
"Skamania,WA","6,621",54,23.8,1.08699,11.7,"64,344",720
"Yellowstone,MT","77,796",62,31,1.08697,10.9,"59,975","5,953.50"
"Jefferson,IA","8,952",51,31.6,1.08659,16.3,"46,715","3,028.10"
"Jackson,OR","125,184",52,27.4,1.08657,14.8,"55,511","1,428.40"
"Alachua,FL","142,784",37,42.5,1.08654,19.8,"51,026","4,502.30"
"Ravalli,MT","28,490",68,27.1,1.08635,15.5,"50,055","2,100.20"
"Knox,TN","219,869",58,36.7,1.08633,13.2,"55,874","3,575.70"
"Lincoln,OR","30,441",42,24.1,1.08615,13.6,"49,265","1,104.80"
"Suffolk,VA","49,213",42,28.1,1.08601,10.9,"69,753","2,784.80"
"Dickson,TN","24,342",74,15.4,1.08582,13.8,"56,166","4,686.00"
"Clay,MN","32,115",48,33.5,1.08580,11.8,"65,914","6,346.70"
"Camden,NC","5,879",74,17.9,1.08572,8.3,"65,955","1,518.40"
"Franklin,ID","1,679",89,18.1,1.08567,8.8,"58,170","3,970.90"
"Lane,OR","218,521",38,29.6,1.08566,18.1,"53,161",937.5
"Gem,ID","9,958",81,14.8,1.08540,13.4,"49,857","3,859.30"
"Grimes,TX","12,398",77,14.6,1.08506,17.5,"49,498","4,522.20"
"Stewart,GA","1,978",41,11.2,1.08505,37.9,"33,053","8,578.80"
"Gillespie,TX","15,817",80,33.8,1.08499,9.6,"61,433","1,615.50"
"Wood,TX","22,665",84,16.4,1.08486,15.3,"48,384","1,835.80"
"Clatsop,OR","22,758",45,24.6,1.08456,11,"53,806",778.1
"Yuma,AZ","59,895",54,14.8,1.08451,19.5,"44,116","7,396.60"
"Eddy,NM","23,039",76,15.9,1.08442,15.7,"58,320","4,043.80"
"Carroll,GA","54,416",70,20.6,1.08438,16.8,"52,502","3,187.70"
"Lampasas,TX","10,373",79,20,1.08430,12.9,"55,151","1,656.70"
"Custer,SD","5,494",71,25,1.08423,10.1,"58,806","5,216.20"
"Adams,ID","2,586",76,19.1,1.08380,13.2,"45,311","2,049.40"
"Miami-Dade,FL","1,157,930",47,28.8,1.08375,16,"52,043","7,698.60"
"Story,IA","50,668",42,51.1,1.08324,18.9,"57,464","6,104.00"
"Robertson,TN","33,712",74,18.6,1.08279,10.6,"66,006","4,669.10"
"Anderson,SC","95,693",71,21.4,1.08270,14.6,"51,740","3,590.60"
"Harrisonburg,VA","16,734",34,36,1.08211,28,"42,640","6,217.00"
"Island,WA","49,956",44,33,1.08194,7.5,"65,987",610.8
"Teller,CO","16,793",68,34,1.08177,7.4,"64,850","1,902.50"
"Merced,CA","60,623",43,14,1.08164,21.2,"56,169","3,919.60"
"Clallam,WA","42,321",47,26.1,1.08151,13.3,"57,183",462.9
"Solano,CA","174,078",34,26.2,1.08135,7.9,"82,808","2,075.50"
"Blaine,ID","13,343",32,38.2,1.08105,7,"76,113","5,064.90"
"Cowlitz,WA","55,621",59,16.6,1.08045,12.2,"58,624","1,007.30"
"Ramsey,MN","294,391",27,41.9,1.08036,14.6,"62,937","4,192.30"
"Blount,TN","66,306",72,24,1.08027,9.9,"57,939","3,609.60"
"Carter,MT",864,90.5,17.5,1.08024,13.7,"47,985","7,987.20"
"Dallam,TX","1,605",87,13.6,1.08004,12.1,"50,587","5,859.80"
"Maui,HI","71,025",33,26.6,1.07997,8.6,"78,503",350
"Bossier,LA","54,642",71,25.6,1.07958,14.4,"56,754","4,427.80"
"Santa Clara,CA","552,269",24,51.3,1.07940,7.3,"125,933","1,537.00"
"Baker,FL","14,082",85,13.4,1.07921,15.4,"52,804","6,645.00"
"Camden,GA","23,646",66,24.5,1.07905,15.8,"56,555","2,961.60"
"Maverick,TX","30,676",46,12.5,1.07881,25.9,"35,594","7,986.80"
"Laramie,WY","44,865",64,28.7,1.07875,9.1,"63,839","3,874.40"
"Hanover,VA","70,208",64,39.2,1.07872,5.2,"91,028","1,939.40"
"Kitsap,WA","144,054",40,32.2,1.07864,9.1,"76,530",764.7
"Yamhill,OR","54,767",52,26.5,1.07851,12.2,"61,776","1,351.10"
"Kershaw,SC","33,607",62,19.9,1.07845,14.5,"52,270","4,202.80"
"Banner,NE",410,89,20.7,1.07815,12.5,"53,865","1,610.70"
"Waynesboro,VA","10,638",53,25,1.07798,15.1,"47,117","2,196.20"
"Richland,SC","192,861",31,37.7,1.07784,16.7,"52,611","4,645.70"
"Jefferson,WA","21,953",28,41.8,1.07766,12.7,"55,893",397.3
"Taney,MO","26,240",79,18.4,1.07757,15.4,"40,887","4,511.20"
"Hendry,FL","12,944",62,8.2,1.07724,24,"44,391","5,713.70"
"Cumberland,TN","32,307",79,18.3,1.07700,14.4,"46,527","3,752.50"
"Tom Green,TX","50,644",70,24.2,1.07700,15.5,"51,393","2,617.40"
"Tulsa,OK","266,164",58,31.2,1.07699,14.1,"55,796","4,375.10"
"Montgomery,MD","345,549",22,59,1.07696,6.9,"107,758","2,883.60"
"Highlands,FL","52,076",67,17,1.07691,20.8,"39,994","3,174.50"
"Anoka,MN","210,972",51,29.7,1.07689,5.6,"82,284","5,003.60"
"Bartow,GA","50,113",76,19.5,1.07684,12.2,"57,409","3,882.60"
"Morgan,GA","11,689",71,20.8,1.07681,12.7,"57,978","2,941.50"
"Henrico,VA","173,199",36,42.9,1.07670,9,"68,581","2,269.80"
"Latah,ID","20,521",48,45.1,1.07658,12.7,"49,538","3,802.20"
"Los Alamos,NM","12,038",37,66.5,1.07641,3.9,"124,947",531.8
"Van Zandt,TX","25,753",87,17.1,1.07629,15.6,"51,152","1,779.50"
"Pacific,WA","12,708",50,18,1.07625,15.4,"46,365",850
"Fairfield,OH","81,591",62,27.2,1.07620,9.3,"67,654","2,773.30"
"Prince George,VA","17,182",60,24,1.07606,8.9,"68,133","3,462.60"
"Bath,KY","5,627",72,12.4,1.07592,20.4,"44,183","1,688.00"
"San Diego,CA","1,234,864",37,38.1,1.07577,11.5,"78,777","2,041.10"
"Kauai,HI","33,486",36,29.5,1.07571,8.5,"73,981",119
"Buffalo,NE","23,474",72,34.7,1.07545,10.7,"59,193","6,254.70"
"Manassas,VA","16,555",38,29.7,1.07519,8.4,"79,141","5,306.10"
"Elko,NV","19,580",79,18.2,1.07517,8.3,"79,134","4,117.20"
"Dakota,MN","260,598",43,41.8,1.07467,6.3,"86,403","4,041.80"
"St. Croix,WI","56,701",58,33.7,1.07453,4.7,"82,575","4,285.10"
"Cumberland,PA","109,272",63,35.8,1.07412,7.3,"71,695","1,552.30"
"Anne Arundel,MD","238,391",46,40.9,1.07408,7,"97,051","2,577.70"
"Greene,AR","16,066",80,15.9,1.07403,16.5,"46,512","5,297.30"
"Somervell,TX","4,940",84,23.9,1.07388,9.7,"63,929","2,454.00"
"Greene,VA","11,144",62,27.8,1.07379,8.1,"67,498","1,705.40"
"Winchester,VA","11,812",45,33.9,1.07373,15.3,"51,456","2,963.20"
"Tuscaloosa,AL","77,076",62,30.3,1.07364,16.8,"52,557","5,817.40"
"St. Mary's,MD","44,364",60,31.5,1.07327,8,"89,964","1,599.00"
"Glades,FL","5,201",73,9.9,1.07320,20.1,"38,680","4,677.40"
"Burke,ND","1,332",81,22.3,1.07306,9.3,"63,261","7,612.30"
"Caroline,VA","16,097",49,20.1,1.07299,9.7,"67,335","1,715.20"
"Rockingham,VA","38,622",75,25.9,1.07251,8.7,"61,375","2,471.10"
"Cooke,TX","18,997",83,20.5,1.07239,14.8,"52,047","1,699.10"
"Isanti,MN","24,135",70,17.7,1.07235,7.6,"73,468","3,554.50"
"Fresno,CA","276,587",46,20.7,1.07195,21.3,"52,318","3,502.80"
"King William,VA","10,402",70,20.4,1.07182,7.3,"68,724","1,533.70"
"Jefferson,MT","8,191",67,34,1.07136,7.7,"68,381","3,035.80"
"Simpson,KY","8,724",69,14.2,1.07130,12.5,"51,769","2,735.30"
"Monroe,IN","62,628",36,45.6,1.07119,21.4,"48,883","3,248.60"
"Garfield,CO","30,274",49,30,1.07114,8.4,"74,421","2,903.70"
"St. Clair,AL","44,346",82,16.5,1.07109,12,"57,284","4,307.80"
"Coffee,TN","24,313",75,19.6,1.07106,15.9,"49,494","4,455.10"
"Linn,IA","126,716",43,33,1.07086,9.4,"64,878","5,502.70"
"Tillamook,OR","16,725",51,21,1.07056,13.2,"52,486",403.2
"Warren,VA","20,959",68,21.1,1.07053,10.3,"65,635","1,840.00"
"Fayette,TN","22,928",69,21.7,1.07042,13.1,"59,529","5,034.90"
"Kern,CA","143,486",51,16.1,1.07040,20.5,"51,586","4,180.40"
"Lowndes,GA","45,890",56,25.6,1.07035,25.9,"41,820","4,191.40"
"Pitt,NC","86,034",46,31.8,1.07035,23.2,"43,303","3,964.80"
"Grand Traverse,MI","60,226",52,35.1,1.07033,9.5,"64,591","1,558.70"
"Fayette,GA","68,821",54,46.5,1.06998,5,"95,021","2,134.20"
"Burleson,TX","8,604",79,17.1,1.06997,14.8,"53,626","3,269.50"
"Clark,IN","58,040",59,20.9,1.06996,11.2,"56,774","3,853.70"
"Oconee,SC","40,592",74,24.6,1.06991,14.4,"50,529","3,677.10"
"Glynn,GA","41,926",62,29.6,1.06957,16.6,"53,906","4,702.70"
"Walker,TX","23,641",66,20.6,1.06931,26.1,"43,681","5,554.30"
"Duchesne,UT","7,974",89,14.4,1.06923,11.9,"60,767","1,986.20"
"Marshall,OK","6,059",82,15.7,1.06915,18,"42,258","3,366.60"
"Stanislaus,CA","138,155",46,16.9,1.06894,15.6,"59,616","3,596.00"
"Lewis,WA","44,735",67,16.8,1.06894,12.5,"57,019","1,215.50"
"Leavenworth,KS","36,056",61,31.7,1.06845,10.6,"70,807","4,032.60"
"Stearns,MN","84,647",62,27.8,1.06845,12.4,"60,843","6,976.90"
"San Bernardino,CA","485,518",43,20.3,1.06823,14.9,"63,310","3,684.20"
"Escambia,FL","170,123",58,26.4,1.06804,14.7,"50,644","4,895.80"
"Clear Creek,CO","6,290",43,46.5,1.06793,7.2,"74,019","1,618.60"
"Lawrence,SD","13,828",65,34.7,1.06771,12.7,"51,774","6,798.50"
"Woodford,KY","15,187",57,32.9,1.06765,9.4,"66,164","2,293.00"
"Lee,NC","28,851",58,20.9,1.06742,15.7,"48,984","3,778.00"
"Menominee,WI","1,586",18,17.2,1.06723,26.5,"40,682","11,633.00"
"Pima,AZ","465,065",40,31.9,1.06689,16.2,"53,395","3,286.90"
"Lonoke,AR","30,660",77,20.3,1.06641,11.9,"56,651","3,258.80"
"Marion,IN","290,298",37,30.4,1.06632,17.2,"48,409","3,991.50"
"Albany,WY","18,612",49,49.9,1.06611,20.4,"47,561","7,060.20"
"Jefferson,WV","27,163",56,30.8,1.06598,9.7,"75,027","1,854.90"
"Coconino,AZ","61,560",36,35.6,1.06585,15.9,"60,187","4,612.60"
"Mason,TX","2,700",79,20,1.06584,12.7,"49,560","3,111.80"
"Carbon,MT","7,045",65,32,1.06579,11.7,"53,661","4,755.20"
"Allen,IN","141,142",59,28.2,1.06561,13.5,"54,473","4,178.50"
"Crook,WY","4,119",90,22.4,1.06547,8.2,"64,053","3,507.40"
"San Mateo,CA","255,174",20,49.9,1.06513,6.8,"122,930","1,694.30"
"Rockdale,GA","43,586",30,26.5,1.06493,13.2,"59,673","2,644.80"
"Nueces,TX","126,984",52,21.5,1.06480,16.2,"53,034","4,658.10"
"Park,MT","11,612",53,32.4,1.06476,10.5,"61,044","2,962.80"
"Grady,OK","23,047",81,19.7,1.06472,10.1,"56,489","4,019.10"
"Brown,WI","144,011",54,29.6,1.06466,8.6,"62,097","7,956.00"
"El Dorado,CA","88,102",51,33.7,1.06463,8.1,"81,869",984.7
"Greene,MO","138,074",60,30.2,1.06457,15.5,"44,799","4,275.50"
"Washington,TX","17,410",75,25,1.06450,13.8,"54,332","2,469.20"
"Aiken,SC","85,130",62,26.4,1.06428,15,"52,633","3,438.20"
"Oliver,ND","1,063",87,18.7,1.06410,10.2,"68,243","5,870.30"
"Pinellas,FL","560,668",50,31,1.06393,11.7,"52,226","3,077.60"
"Cannon,TN","6,562",80,13.8,1.06385,14.2,"51,859","4,448.80"
"Leon,FL","162,650",36,45.7,1.06381,20.7,"51,046","4,750.60"
"Allen,KY","15,951",81,14.6,1.06378,17.3,"44,624","3,016.70"
"Sequatchie,TN","7,239",82,14.6,1.06356,16,"49,707","3,187.80"
"McHenry,ND","2,974",80,19.8,1.06350,11.9,"54,795","7,101.80"
"Adams,WA","3,478",69,13.6,1.06349,15.6,"52,012","6,005.10"
"Grand,CO","9,606",51,37.8,1.06340,7.9,"69,214","1,595.30"
"Washtenaw,MI","216,924",27,55.2,1.06330,15,"72,267","2,238.30"
"Pickens,SC","57,375",76,24.5,1.06324,16.6,"48,794","4,395.40"
"Marshall,SD","2,178",60,24,1.06312,12,"56,862","2,614.00"
"Benton,MN","22,207",66,22.6,1.06310,10.2,"61,341","5,796.20"
"Sanders,MT","7,651",75,17.1,1.06301,16,"39,861","1,527.30"
"Rogers,OK","44,498",78,24.3,1.06254,9.8,"61,849","3,740.00"
"Fairfax,VA","578,931",29,58.7,1.06213,7.6,"105,532","2,394.30"
"Fairfax,VA","578,931",29,58.7,1.06213,6.1,"122,035","2,394.30"
"Fairfax,VA","578,931",29,61.1,1.06213,6.1,"122,035","2,394.30"
"Fairfax,VA","578,931",29,61.1,1.06213,7.6,"105,532","2,394.30"
"Fairfax,VA","578,931",29,58.7,1.06213,6.1,"122,035",795.2
"Fairfax,VA","578,931",29,61.1,1.06213,7.6,"105,532",795.2
"Fairfax,VA","578,931",29,58.7,1.06213,7.6,"105,532",795.2
"Fairfax,VA","578,931",29,61.1,1.06213,6.1,"122,035",795.2
"Outagamie,WI","108,223",55,28.9,1.06205,7.2,"65,993","7,077.20"
"Madison,ID","17,112",82,36.4,1.06158,23.9,"41,827","9,066.10"
"Columbia,FL","33,011",73,15.6,1.06118,17.3,"46,195","6,376.40"
"Chelan,WA","33,121",53,26.7,1.06117,10.9,"57,243","2,844.60"
"Nye,NV","21,363",70,11.5,1.06110,15.2,"47,031","2,338.60"
"Licking,OH","91,830",64,26.2,1.06093,9.1,"66,145","2,455.00"
"Lebanon,PA","70,200",66,20.3,1.06082,10,"61,087","3,075.60"
"Goliad,TX","3,978",78,17.6,1.06081,14.4,"55,008","2,246.00"
"Columbia,OR","31,518",55,17.8,1.06076,10.2,"63,338",735.4
"Montgomery,KY","12,786",71,16.3,1.06057,15.3,"46,629","2,756.00"
"Cass,MO","57,524",66,26.1,1.06041,8.1,"71,374","3,101.70"
"Livingston,MI","127,162",62,34.8,1.06034,5,"84,048","2,135.00"
"Upshur,TX","18,850",84,17,1.06034,15.9,"48,554","1,389.10"
"Strafford,NH","2,802",52,35.6,1.06033,9.7,"69,919",997.5
"Beadle,SD","7,081",69,20.1,1.06015,12.9,"49,712","11,196.00"
"Citrus,FL","93,223",71,17.6,1.06010,15.2,"41,556","2,756.30"
"Victoria,TX","34,205",69,20.1,1.05986,15.4,"51,646","5,139.90"
"Douglas,MN","24,106",67,25.4,1.05980,8.8,"60,979","4,929.10"
"Pend Oreille,WA","8,422",69,20.2,1.05977,15,"49,750","1,377.10"
"Nelson,KY","23,208",69,17.2,1.05969,12.2,"55,602","3,886.80"
"Brown,SD","17,546",59,29.3,1.05964,11,"60,082","7,917.30"
"Kerr,TX","27,738",76,25.6,1.05957,13.9,"53,704","1,597.00"
"Anderson,KY","13,261",74,20.3,1.05948,10,"60,908","1,815.60"
"Mohave,AZ","94,046",75,12.9,1.05924,16.8,"45,129","2,511.50"
"Madison,GA","14,701",77,18,1.05912,16.1,"51,338","3,115.80"
"Onslow,NC","70,117",66,21.4,1.05910,15.1,"50,531","2,258.30"
"Austin,TX","14,368",79,23.5,1.05884,10.2,"59,942","1,838.00"
"Allegan,MI","67,182",63,22.7,1.05880,10.7,"62,247","2,657.50"
"White,TN","11,867",82,13.5,1.05873,17.3,"42,603","5,858.50"
"Clay,NC","6,828",75,22.8,1.05873,14.6,"42,878","2,395.20"
"Beltrami,MN","24,121",52,28.1,1.05869,18.4,"47,073","3,515.70"
"Cook,MN","3,786",33,42.4,1.05852,9.6,"54,465",915.2
"Essex,MA","2,485",33,39.4,1.05845,10.7,"76,373","3,940.00"
"Natrona,WY","35,196",74,22.7,1.05814,9.9,"64,714","4,901.20"
"Eagle,CO","28,427",35,48.1,1.05812,6.7,"86,896","3,604.40"
"Payette,ID","11,293",80,14.2,1.05805,12.8,"51,835","5,970.50"
"Pike,GA","10,715",86,15.9,1.05803,10.6,"66,901","2,267.70"
"Lake,MT","16,617",57,28,1.05797,18.2,"44,833","2,843.30"
"Stillwater,MT","5,707",79,25.3,1.05793,8.1,"66,226","3,889.20"
"Hudson,NJ","171,803",24,40.9,1.05780,14.3,"73,337","4,177.60"
"Franklin,GA","10,783",85,13.5,1.05776,16.4,"42,904","4,698.30"
"Bannock,ID","39,771",61,27.2,1.05767,13.8,"51,300","4,211.50"
"Becker,MN","19,401",65,24.5,1.05751,11.1,"59,440","4,334.30"
"Haywood,NC","36,265",63,25,1.05744,13.1,"47,183","1,521.30"
"Fluvanna,VA","15,620",53,34.5,1.05735,6.9,"73,463","1,716.20"
"Loup,NE",454,82.5,23.2,1.05732,17.1,"47,797","4,066.30"
"Starr,TX","17,478",48,10.3,1.05723,33.2,"30,490","5,828.30"
"Lexington,VA","2,731",34,39.5,1.05722,23.8,"48,726","4,190.20"
"Kalamazoo,MI","143,640",41,38.1,1.05709,14.4,"55,881","3,009.10"
"Madison,AR","7,315",78,12.5,1.05687,18.4,"42,674","3,275.80"
"Eau Claire,WI","58,235",45,31.8,1.05685,12.9,"60,111","6,564.00"
"Pueblo,CO","86,761",49,22,1.05668,17.2,"48,308","3,405.70"
"Fairfax,VA","578,931",29,58.7,1.05651,7.6,"105,532","2,394.30"
"Fairfax,VA","578,931",29,58.7,1.05651,6.1,"122,035","2,394.30"
"Fairfax,VA","578,931",29,61.1,1.05651,6.1,"122,035","2,394.30"
"Fairfax,VA","578,931",29,61.1,1.05651,7.6,"105,532","2,394.30"
"Fairfax,VA","578,931",29,58.7,1.05651,6.1,"122,035",795.2
"Fairfax,VA","578,931",29,58.7,1.05651,7.6,"105,532",795.2
"Fairfax,VA","578,931",29,61.1,1.05651,6.1,"122,035",795.2
"Fairfax,VA","578,931",29,61.1,1.05651,7.6,"105,532",795.2
"Payne,OK","29,583",62,36.9,1.05642,22.8,"47,748","4,520.40"
"Live Oak,TX","5,053",84,13.2,1.05633,18.7,"48,814","3,375.10"
"Oneida,ID","2,451",89,15.5,1.05618,11.3,"52,602","2,493.90"
"Camp,TX","5,057",72,18.6,1.05614,18.8,"43,714","3,329.80"
"Macon,NC","20,647",69,24.2,1.05592,16.3,"46,426","3,477.60"
"Blue Earth,MN","35,728",48,33.6,1.05566,15.1,"58,132","5,078.90"
"Josephine,OR","50,205",63,17.2,1.05560,17,"46,578",437.8
"Clinton,MI","47,902",54,31.4,1.05559,7.5,"70,967","2,872.00"
"Lee,GA","16,702",73,25.6,1.05554,12.4,"66,090","2,604.00"
"Todd,SD","2,539",22,15.8,1.05549,48.4,"31,876","7,625.00"
"Garfield,MT",813,94.5,16.8,1.05537,16.3,"44,580","4,372.00"
"Wasco,OR","13,904",52,20.5,1.05529,13.4,"52,269","1,626.60"
"Catoosa,GA","32,659",78,20.8,1.05480,11.9,"55,807","2,707.90"
"Lehigh,PA","143,221",51,29.4,1.05470,12,"62,139","2,486.50"
"Van Buren,TN","2,917",81,8.5,1.05441,16.3,"38,265","5,262.30"
"Mesa,CO","85,368",64,27.4,1.05436,14.4,"51,132","2,823.40"
"Powhatan,VA","19,679",72,28.8,1.05429,6.9,"88,475","1,298.40"
"Calcasieu,LA","82,659",68,21.9,1.05393,14.9,"50,531","4,830.00"
"Smith,TN","9,035",80,12.4,1.05391,13.9,"50,704","6,518.80"
"Queen Anne's,MD","25,256",67,34.9,1.05386,6.5,"93,751","1,911.40"
